subject_id,passage_name,quantity,recomputed,dataset_metrics,rel_diff,strict,pass
1009,pseudo,mean_fix_dur,646.1269873949609,646.1269873949609,0.0,True,True
1009,pseudo,total_fix_dur,153778.2230000007,153778.2230000007,0.0,True,True
1009,pseudo,sacc_count,237.0,237.0,0.0,True,True
1009,pseudo,mean_sacc_ampl,61.05479878164919,61.05479878164919,0.0,True,True
1009,pseudo,mean_sacc_dur,38.05679746834809,38.05679746834809,0.0,True,True
1009,pseudo,regression_count,40.0,16.0,1.5,False,
1016,syllables,fix_count,166.0,166.0,0.0,True,True
1016,syllables,mean_fix_dur,595.5134337349393,595.5134337349393,0.0,True,True
1016,syllables,total_fix_dur,98855.22999999992,98855.22999999992,0.0,True,True
1016,syllables,sacc_count,165.0,165.0,0.0,True,True
1016,syllables,mean_sacc_ampl,111.54308674885547,111.54308674885549,1.2740237991798105e-16,True,True
1016,syllables,mean_sacc_dur,34.83350303030686,34.83350303030686,0.0,True,True
1016,syllables,regression_count,38.0,18.0,1.1111111111111112,False,
1016,meaningful,fix_count,204.0,204.0,0.0,True,True
1016,meaningful,mean_fix_dur,532.3448970588244,532.3448970588244,0.0,True,True
1016,meaningful,total_fix_dur,108598.35900000017,108598.35900000016,1.3399756094258138e-16,True,True
1016,meaningful,sacc_count,203.0,203.0,0.0,True,True
1016,meaningful,mean_sacc_ampl,72.41487835093221,72.41487835093221,0.0,True,True
1016,meaningful,mean_sacc_dur,36.07568472905287,36.07568472905287,0.0,True,True
1016,meaningful,regression_count,23.0,11.0,1.0909090909090908,False,
1016,pseudo,fix_count,286.0,286.0,0.0,True,True
1016,pseudo,mean_fix_dur,635.9979720279725,635.9979720279725,0.0,True,True
1016,pseudo,total_fix_dur,181895.42000000016,181895.42000000016,0.0,True,True
1016,pseudo,sacc_count,285.0,285.0,0.0,True,True
1016,pseudo,mean_sacc_ampl,49.29631361452834,49.29631361452834,0.0,True,True
1016,pseudo,mean_sacc_dur,37.345529824559854,37.345529824559854,0.0,True,True
1016,pseudo,regression_count,57.0,16.0,2.5625,False,
1019,syllables,fix_count,158.0,158.0,0.0,True,True
1019,syllables,mean_fix_dur,343.9706202531499,343.9706202531499,0.0,True,True
1019,syllables,total_fix_dur,54347.35799999768,54347.35799999768,0.0,True,True
1019,syllables,sacc_count,157.0,157.0,0.0,True,True
1019,syllables,mean_sacc_ampl,137.94765228949012,137.94765228949012,0.0,True,True
1019,syllables,mean_sacc_dur,40.8617643312118,40.8617643312118,0.0,True,True
1019,syllables,regression_count,40.0,17.0,1.3529411764705883,False,
1019,meaningful,fix_count,222.0,222.0,0.0,True,True
1019,meaningful,mean_fix_dur,343.681671171189,343.681671171189,0.0,True,True
1019,meaningful,total_fix_dur,76297.33100000396,76297.33100000396,0.0,True,True
1019,meaningful,sacc_count,221.0,221.0,0.0,True,True
1019,meaningful,mean_sacc_ampl,90.86269035841205,90.86269035841204,1.5639922898107723e-16,True,True
1019,meaningful,mean_sacc_dur,40.33974660631918,40.33974660631918,0.0,True,True
1019,meaningful,regression_count,56.0,33.0,0.696969696969697,False,
1019,pseudo,fix_count,275.0,275.0,0.0,True,True
1019,pseudo,mean_fix_dur,484.5248690908944,484.5248690908944,0.0,True,True
1019,pseudo,total_fix_dur,133244.33899999596,133244.33899999596,0.0,True,True
1019,pseudo,sacc_count,274.0,274.0,0.0,True,True
1019,pseudo,mean_sacc_ampl,84.86789075717078,84.86789075717078,0.0,True,True
1019,pseudo,mean_sacc_dur,41.80644525547451,41.80644525547451,0.0,True,True
1019,pseudo,regression_count,67.0,33.0,1.0303030303030303,False,
1021,syllables,fix_count,151.0,151.0,0.0,True,True
1021,syllables,mean_fix_dur,451.5869205297998,451.5869205297998,0.0,True,True
1021,syllables,total_fix_dur,68189.62499999977,68189.62499999977,0.0,True,True
1021,syllables,sacc_count,150.0,150.0,0.0,True,True
1021,syllables,mean_sacc_ampl,153.98669340408668,153.98669340408668,0.0,True,True
1021,syllables,mean_sacc_dur,41.917546666667334,41.91754666666733,1.6950961882631387e-16,True,True
1021,syllables,regression_count,32.0,21.0,0.5238095238095238,False,
1021,meaningful,fix_count,203.0,203.0,0.0,True,True
1021,meaningful,mean_fix_dur,395.5524236453213,395.5524236453213,0.0,True,True
1021,meaningful,total_fix_dur,80297.14200000023,80297.14200000023,0.0,True,True
1021,meaningful,sacc_count,202.0,202.0,0.0,True,True
1021,meaningful,mean_sacc_ampl,82.27755034595982,82.27755034595982,0.0,True,True
1021,meaningful,mean_sacc_dur,41.677519801981624,41.67751980198162,1.7048584923863834e-16,True,True
1021,meaningful,regression_count,44.0,25.0,0.76,False,
1021,pseudo,fix_count,232.0,232.0,0.0,True,True
1021,pseudo,mean_fix_dur,651.4399956896658,651.4399956896658,0.0,True,True
1021,pseudo,total_fix_dur,151134.07900000247,151134.07900000247,0.0,True,True
1021,pseudo,sacc_count,231.0,231.0,0.0,True,True
1021,pseudo,mean_sacc_ampl,60.78890205964132,60.78890205964132,0.0,True,True
1021,pseudo,mean_sacc_dur,38.68164935064687,38.68164935064687,0.0,True,True
1021,pseudo,regression_count,43.0,22.0,0.9545454545454546,False,
1033,syllables,fix_count,122.0,122.0,0.0,True,True
1033,syllables,mean_fix_dur,519.6287377049172,519.6287377049172,0.0,True,True
1033,syllables,total_fix_dur,63394.70599999989,63394.70599999989,0.0,True,True
1033,syllables,sacc_count,121.0,121.0,0.0,True,True
1033,syllables,mean_sacc_ampl,156.33043461344272,156.33043461344272,0.0,True,True
1033,syllables,mean_sacc_dur,37.28424793388454,37.28424793388454,0.0,True,True
1033,syllables,regression_count,17.0,9.0,0.8888888888888888,False,
1033,meaningful,fix_count,167.0,167.0,0.0,True,True
1033,meaningful,mean_fix_dur,340.6857305389284,340.6857305389284,0.0,True,True
1033,meaningful,total_fix_dur,56894.51700000104,56894.51700000104,0.0,True,True
1033,meaningful,sacc_count,166.0,166.0,0.0,True,True
1033,meaningful,mean_sacc_ampl,96.92316557285112,96.9231655728511,1.4661979549688346e-16,True,True
1033,meaningful,mean_sacc_dur,33.20486144577812,33.20486144577812,0.0,True,True
1033,meaningful,regression_count,29.0,13.0,1.2307692307692308,False,
1033,pseudo,fix_count,222.0,222.0,0.0,True,True
1033,pseudo,mean_fix_dur,559.2656441441452,559.2656441441452,0.0,True,True
1033,pseudo,total_fix_dur,124156.97300000023,124156.97300000025,1.1720578294355505e-16,True,True
1033,pseudo,sacc_count,221.0,221.0,0.0,True,True
1033,pseudo,mean_sacc_ampl,71.95882413362459,71.95882413362459,0.0,True,True
1033,pseudo,mean_sacc_dur,36.0315158371034,36.0315158371034,0.0,True,True
1033,pseudo,regression_count,40.0,18.0,1.2222222222222223,False,
1038,syllables,fix_count,208.0,208.0,0.0,True,True
1038,syllables,mean_fix_dur,813.1161971153823,813.1161971153823,0.0,True,True
1038,syllables,total_fix_dur,169128.16899999953,169128.16899999953,0.0,True,True
1038,syllables,sacc_count,207.0,207.0,0.0,True,True
1038,syllables,mean_sacc_ampl,99.05677680334145,99.05677680334144,1.4346171129124237e-16,True,True
1038,syllables,mean_sacc_dur,38.821555555556564,38.82155555555656,1.8302788891167956e-16,True,True
1038,syllables,regression_count,57.0,27.0,1.1111111111111112,False,
1038,meaningful,fix_count,339.0,339.0,0.0,True,True
1038,meaningful,mean_fix_dur,771.4020412979362,771.4020412979362,0.0,True,True
1038,meaningful,total_fix_dur,261505.29200000037,261505.2920000004,1.1129346650749103e-16,True,True
1038,meaningful,sacc_count,338.0,338.0,0.0,True,True
1038,meaningful,mean_sacc_ampl,44.611994424617734,44.61199442461773,1.592716812875798e-16,True,True
1038,meaningful,mean_sacc_dur,30.765038461541515,30.765038461541515,0.0,True,True
1038,meaningful,regression_count,93.0,26.0,2.576923076923077,False,
1038,pseudo,fix_count,346.0,346.0,0.0,True,True
1038,pseudo,mean_fix_dur,861.9704248554887,861.9704248554887,0.0,True,True
1038,pseudo,total_fix_dur,298241.76699999906,298241.76699999906,0.0,True,True
1038,pseudo,sacc_count,345.0,345.0,0.0,True,True
1038,pseudo,mean_sacc_ampl,41.834685535644034,41.834685535644034,0.0,True,True
1038,pseudo,mean_sacc_dur,29.329686956521986,29.329686956521986,0.0,True,True
1038,pseudo,regression_count,95.0,26.0,2.6538461538461537,False,
1040,syllables,fix_count,190.0,190.0,0.0,True,True
1040,syllables,mean_fix_dur,355.03846315790554,355.03846315790554,0.0,True,True
1040,syllables,total_fix_dur,67457.30800000206,67457.30800000206,0.0,True,True
1040,syllables,sacc_count,189.0,189.0,0.0,True,True
1040,syllables,mean_sacc_ampl,137.14312147788357,137.14312147788357,0.0,True,True
1040,syllables,mean_sacc_dur,54.92020634918538,54.92020634918538,0.0,True,True
1040,syllables,regression_count,44.0,21.0,1.0952380952380953,False,
1040,meaningful,fix_count,196.0,196.0,0.0,True,True
1040,meaningful,mean_fix_dur,309.31783163263844,309.31783163263844,0.0,True,True
1040,meaningful,total_fix_dur,60626.29499999713,60626.29499999713,0.0,True,True
1040,meaningful,sacc_count,195.0,195.0,0.0,True,True
1040,meaningful,mean_sacc_ampl,100.3623444314883,100.3623444314883,0.0,True,True
1040,meaningful,mean_sacc_dur,38.25458461538626,38.25458461538626,0.0,True,True
1040,meaningful,regression_count,47.0,21.0,1.2380952380952381,False,
1040,pseudo,fix_count,281.0,281.0,0.0,True,True
1040,pseudo,mean_fix_dur,514.2210854093123,514.2210854093123,0.0,True,True
1040,pseudo,total_fix_dur,144496.12500001676,144496.12500001676,0.0,True,True
1040,pseudo,sacc_count,280.0,280.0,0.0,True,True
1040,pseudo,mean_sacc_ampl,71.80251151146688,71.80251151146688,0.0,True,True
1040,pseudo,mean_sacc_dur,42.73636071425862,42.73636071425862,0.0,True,True
1040,pseudo,regression_count,68.0,33.0,1.0606060606060606,False,
1058,syllables,fix_count,197.0,197.0,0.0,True,True
1058,syllables,mean_fix_dur,448.28568527918736,448.28568527918736,0.0,True,True
1058,syllables,total_fix_dur,88312.27999999991,88312.27999999991,0.0,True,True
1058,syllables,sacc_count,196.0,196.0,0.0,True,True
1058,syllables,mean_sacc_ampl,113.9668648454536,113.9668648454536,0.0,True,True
1058,syllables,mean_sacc_dur,46.97321428571547,46.97321428571547,0.0,True,True
1058,syllables,regression_count,56.0,29.0,0.9310344827586207,False,
1058,meaningful,fix_count,157.0,157.0,0.0,True,True
1058,meaningful,mean_fix_dur,283.6953121019219,283.6953121019219,0.0,True,True
1058,meaningful,total_fix_dur,44540.164000001736,44540.164000001736,0.0,True,True
1058,meaningful,sacc_count,156.0,156.0,0.0,True,True
1058,meaningful,mean_sacc_ampl,138.15289897024596,138.15289897024596,0.0,True,True
1058,meaningful,mean_sacc_dur,46.431256410249404,46.43125641024941,1.530311240087943e-16,True,True
1058,meaningful,regression_count,40.0,23.0,0.7391304347826086,False,
1058,pseudo,fix_count,223.0,223.0,0.0,True,True
1058,pseudo,mean_fix_dur,399.7325650224151,399.7325650224151,0.0,True,True
1058,pseudo,total_fix_dur,89140.36199999857,89140.36199999857,0.0,True,True
1058,pseudo,sacc_count,222.0,222.0,0.0,True,True
1058,pseudo,mean_sacc_ampl,75.59363872095783,75.59363872095783,0.0,True,True
1058,pseudo,mean_sacc_dur,34.77000900902072,34.77000900902072,0.0,True,True
1058,pseudo,regression_count,59.0,21.0,1.8095238095238095,False,
1065,syllables,fix_count,162.0,162.0,0.0,True,True
1065,syllables,mean_fix_dur,551.6283148148138,551.6283148148138,0.0,True,True
1065,syllables,total_fix_dur,89363.78699999984,89363.78699999984,0.0,True,True
1065,syllables,sacc_count,161.0,161.0,0.0,True,True
1065,syllables,mean_sacc_ampl,145.68257814061425,145.68257814061425,0.0,True,True
1065,syllables,mean_sacc_dur,40.742757763978965,40.742757763978965,0.0,True,True
1065,syllables,regression_count,31.0,17.0,0.8235294117647058,False,
1065,meaningful,fix_count,216.0,216.0,0.0,True,True
1065,meaningful,mean_fix_dur,418.99966666667075,418.9996666666708,1.356645920819526e-16,True,True
1065,meaningful,total_fix_dur,90503.92800000089,90503.92800000087,1.6078766468972165e-16,True,True
1065,meaningful,sacc_count,215.0,215.0,0.0,True,True
1065,meaningful,mean_sacc_ampl,73.54348518162442,73.54348518162442,0.0,True,True
1065,meaningful,mean_sacc_dur,34.2109023255778,34.2109023255778,0.0,True,True
1065,meaningful,regression_count,45.0,22.0,1.0454545454545454,False,
1065,pseudo,fix_count,279.0,279.0,0.0,True,True
1065,pseudo,mean_fix_dur,628.9633942652347,628.9633942652347,0.0,True,True
1065,pseudo,total_fix_dur,175480.78700000048,175480.78700000048,0.0,True,True
1065,pseudo,sacc_count,278.0,278.0,0.0,True,True
1065,pseudo,mean_sacc_ampl,55.38059528154754,55.38059528154754,0.0,True,True
1065,pseudo,mean_sacc_dur,33.50615107912818,33.50615107912818,0.0,True,True
1065,pseudo,regression_count,68.0,21.0,2.238095238095238,False,
1073,syllables,fix_count,182.0,182.0,0.0,True,True
1073,syllables,mean_fix_dur,321.09223076923314,321.09223076923314,0.0,True,True
1073,syllables,total_fix_dur,58438.78600000043,58438.78600000043,0.0,True,True
1073,syllables,sacc_count,181.0,181.0,0.0,True,True
1073,syllables,mean_sacc_ampl,119.09427605384583,119.09427605384585,1.1932441412026284e-16,True,True
1073,syllables,mean_sacc_dur,39.06807734806461,39.06807734806461,0.0,True,True
1073,syllables,regression_count,50.0,27.0,0.8518518518518519,False,
1073,meaningful,fix_count,146.0,146.0,0.0,True,True
1073,meaningful,mean_fix_dur,273.67403424657283,273.67403424657283,0.0,True,True
1073,meaningful,total_fix_dur,39956.408999999636,39956.40899999964,1.820973855329064e-16,True,True
1073,meaningful,sacc_count,145.0,145.0,0.0,True,True
1073,meaningful,mean_sacc_ampl,132.28711577452603,132.28711577452603,0.0,True,True
1073,meaningful,mean_sacc_dur,45.92606206896779,45.92606206896779,0.0,True,True
1073,meaningful,regression_count,28.0,21.0,0.3333333333333333,False,
1073,pseudo,fix_count,238.0,238.0,0.0,True,True
1073,pseudo,mean_fix_dur,445.23507563025396,445.235075630254,1.276705766731049e-16,True,True
1073,pseudo,total_fix_dur,105965.94800000044,105965.94800000044,0.0,True,True
1073,pseudo,sacc_count,237.0,237.0,0.0,True,True
1073,pseudo,mean_sacc_ampl,72.67051546785227,72.67051546785227,0.0,True,True
1073,pseudo,mean_sacc_dur,38.64867088607933,38.64867088607933,0.0,True,True
1073,pseudo,regression_count,58.0,26.0,1.2307692307692308,False,
1075,syllables,fix_count,140.0,140.0,0.0,True,True
1075,syllables,mean_fix_dur,465.5332642857137,465.5332642857137,0.0,True,True
1075,syllables,total_fix_dur,65174.65699999992,65174.65699999992,0.0,True,True
1075,syllables,sacc_count,139.0,139.0,0.0,True,True
1075,syllables,mean_sacc_ampl,139.11073162752484,139.11073162752484,0.0,True,True
1075,syllables,mean_sacc_dur,38.236575539570374,38.23657553957037,1.8582802610677618e-16,True,True
1075,syllables,regression_count,13.0,10.0,0.3,False,
1075,meaningful,fix_count,198.0,198.0,0.0,True,True
1075,meaningful,mean_fix_dur,320.96076767676453,320.96076767676453,0.0,True,True
1075,meaningful,total_fix_dur,63550.23199999938,63550.23199999938,0.0,True,True
1075,meaningful,sacc_count,197.0,197.0,0.0,True,True
1075,meaningful,mean_sacc_ampl,85.35728745431236,85.35728745431236,0.0,True,True
1075,meaningful,mean_sacc_dur,35.42886802030971,35.42886802030971,0.0,True,True
1075,meaningful,regression_count,37.0,24.0,0.5416666666666666,False,
1075,pseudo,fix_count,254.0,254.0,0.0,True,True
1075,pseudo,mean_fix_dur,686.5196614173194,686.5196614173194,0.0,True,True
1075,pseudo,total_fix_dur,174375.99399999913,174375.99399999913,0.0,True,True
1075,pseudo,sacc_count,253.0,253.0,0.0,True,True
1075,pseudo,mean_sacc_ampl,54.414786345889915,54.41478634588992,1.3057898109596624e-16,True,True
1075,pseudo,mean_sacc_dur,36.029023715420514,36.029023715420514,0.0,True,True
1075,pseudo,regression_count,47.0,15.0,2.1333333333333333,False,
1082,syllables,fix_count,170.0,170.0,0.0,True,True
1082,syllables,mean_fix_dur,547.7385058823552,547.7385058823552,0.0,True,True
1082,syllables,total_fix_dur,93115.54600000038,93115.54600000038,0.0,True,True
1082,syllables,sacc_count,169.0,169.0,0.0,True,True
1082,syllables,mean_sacc_ampl,129.03459473279625,129.03459473279622,2.2026425928069484e-16,True,True
1082,syllables,mean_sacc_dur,41.322857988165474,41.322857988165474,0.0,True,True
1082,syllables,regression_count,34.0,16.0,1.125,False,
1082,meaningful,fix_count,277.0,277.0,0.0,True,True
1082,meaningful,mean_fix_dur,549.7493826714781,549.7493826714781,0.0,True,True
1082,meaningful,total_fix_dur,152280.57899999944,152280.57899999944,0.0,True,True
1082,meaningful,sacc_count,276.0,276.0,0.0,True,True
1082,meaningful,mean_sacc_ampl,60.2165413082536,60.2165413082536,0.0,True,True
1082,meaningful,mean_sacc_dur,47.81377536231657,47.81377536231657,0.0,True,True
1082,meaningful,regression_count,63.0,27.0,1.3333333333333333,False,
1082,pseudo,fix_count,342.0,342.0,0.0,True,True
1082,pseudo,mean_fix_dur,807.4833479532134,807.4833479532134,0.0,True,True
1082,pseudo,total_fix_dur,276159.304999999,276159.304999999,0.0,True,True
1082,pseudo,sacc_count,341.0,341.0,0.0,True,True
1082,pseudo,mean_sacc_ampl,47.85522165588446,47.85522165588446,0.0,True,True
1082,pseudo,mean_sacc_dur,56.5941495601152,56.5941495601152,0.0,True,True
1082,pseudo,regression_count,93.0,36.0,1.5833333333333333,False,
1090,syllables,fix_count,143.0,143.0,0.0,True,True
1090,syllables,mean_fix_dur,547.9801608391392,547.9801608391392,0.0,True,True
1090,syllables,total_fix_dur,78361.16299999692,78361.16299999692,0.0,True,True
1090,syllables,sacc_count,142.0,142.0,0.0,True,True
1090,syllables,mean_sacc_ampl,135.6360469203044,135.6360469203044,0.0,True,True
1090,syllables,mean_sacc_dur,40.53142253527234,40.53142253527234,0.0,True,True
1090,syllables,regression_count,15.0,14.0,0.07142857142857142,False,
1090,meaningful,fix_count,209.0,209.0,0.0,True,True
1090,meaningful,mean_fix_dur,371.20543540672855,371.20543540672855,0.0,True,True
1090,meaningful,total_fix_dur,77581.93600000627,77581.93600000627,0.0,True,True
1090,meaningful,sacc_count,208.0,208.0,0.0,True,True
1090,meaningful,mean_sacc_ampl,76.99040262798333,76.99040262798333,0.0,True,True
1090,meaningful,mean_sacc_dur,40.396091346127484,40.39609134612749,1.7589393232922652e-16,True,True
1090,meaningful,regression_count,36.0,15.0,1.4,False,
1090,pseudo,fix_count,245.0,245.0,0.0,True,True
1090,pseudo,mean_fix_dur,582.7715959183188,582.7715959183188,0.0,True,True
1090,pseudo,total_fix_dur,142779.0409999881,142779.0409999881,0.0,True,True
1090,pseudo,sacc_count,244.0,244.0,0.0,True,True
1090,pseudo,mean_sacc_ampl,59.283244787703374,59.283244787703374,0.0,True,True
1090,pseudo,mean_sacc_dur,35.031688524646775,35.031688524646775,0.0,True,True
1090,pseudo,regression_count,45.0,15.0,2.0,False,
1095,syllables,fix_count,145.0,145.0,0.0,True,True
1095,syllables,mean_fix_dur,374.33835172414024,374.3383517241402,1.5185037439791217e-16,True,True
1095,syllables,total_fix_dur,54279.061000000336,54279.061000000336,0.0,True,True
1095,syllables,sacc_count,144.0,144.0,0.0,True,True
1095,syllables,mean_sacc_ampl,141.29494984952083,141.29494984952083,0.0,True,True
1095,syllables,mean_sacc_dur,39.05313194444372,39.05313194444372,0.0,True,True
1095,syllables,regression_count,18.0,10.0,0.8,False,
1095,meaningful,fix_count,171.0,171.0,0.0,True,True
1095,meaningful,mean_fix_dur,367.5921169590628,367.5921169590628,0.0,True,True
1095,meaningful,total_fix_dur,62858.251999999746,62858.25199999975,1.1575182864110594e-16,True,True
1095,meaningful,sacc_count,170.0,170.0,0.0,True,True
1095,meaningful,mean_sacc_ampl,92.1120926866531,92.11209268665309,1.5427784019134695e-16,True,True
1095,meaningful,mean_sacc_dur,34.4916058823569,34.4916058823569,0.0,True,True
1095,meaningful,regression_count,35.0,18.0,0.9444444444444444,False,
1095,pseudo,fix_count,239.0,239.0,0.0,True,True
1095,pseudo,mean_fix_dur,482.0821464435153,482.0821464435153,0.0,True,True
1095,pseudo,total_fix_dur,115217.63300000015,115217.63300000016,1.2629937666196312e-16,True,True
1095,pseudo,sacc_count,238.0,238.0,0.0,True,True
1095,pseudo,mean_sacc_ampl,74.36994551008928,74.36994551008928,0.0,True,True
1095,pseudo,mean_sacc_dur,35.05591596638199,35.05591596638199,0.0,True,True
1095,pseudo,regression_count,56.0,31.0,0.8064516129032258,False,
1109,syllables,fix_count,135.0,135.0,0.0,True,True
1109,syllables,mean_fix_dur,359.8176370370357,359.8176370370357,0.0,True,True
1109,syllables,total_fix_dur,48575.38099999982,48575.38099999982,0.0,True,True
1109,syllables,sacc_count,134.0,134.0,0.0,True,True
1109,syllables,mean_sacc_ampl,158.75879113825187,158.7587911382519,1.7902447622981416e-16,True,True
1109,syllables,mean_sacc_dur,36.53470895522267,36.53470895522267,0.0,True,True
1109,syllables,regression_count,22.0,18.0,0.2222222222222222,False,
1109,meaningful,fix_count,160.0,160.0,0.0,True,True
1109,meaningful,mean_fix_dur,317.396524999995,317.396524999995,0.0,True,True
1109,meaningful,total_fix_dur,50783.4439999992,50783.4439999992,0.0,True,True
1109,meaningful,sacc_count,159.0,159.0,0.0,True,True
1109,meaningful,mean_sacc_ampl,124.75320728114824,124.75320728114824,0.0,True,True
1109,meaningful,mean_sacc_dur,37.40598113208119,37.40598113208119,0.0,True,True
1109,meaningful,regression_count,37.0,17.0,1.1764705882352942,False,
1109,pseudo,fix_count,183.0,183.0,0.0,True,True
1109,pseudo,mean_fix_dur,467.32356284153354,467.3235628415336,1.2163610693022823e-16,True,True
1109,pseudo,total_fix_dur,85520.21200000064,85520.21200000064,0.0,True,True
1109,pseudo,sacc_count,182.0,182.0,0.0,True,True
1109,pseudo,mean_sacc_ampl,98.42395562694126,98.42395562694126,0.0,True,True
1109,pseudo,mean_sacc_dur,36.50267582418139,36.50267582418139,0.0,True,True
1109,pseudo,regression_count,32.0,15.0,1.1333333333333333,False,
1113,syllables,fix_count,175.0,175.0,0.0,True,True
1113,syllables,mean_fix_dur,571.813040000004,571.813040000004,0.0,True,True
1113,syllables,total_fix_dur,100067.2820000007,100067.2820000007,0.0,True,True
1113,syllables,sacc_count,174.0,174.0,0.0,True,True
1113,syllables,mean_sacc_ampl,130.55559218634312,130.55559218634312,0.0,True,True
1113,syllables,mean_sacc_dur,37.743132183903654,37.74313218390365,1.882574907397659e-16,True,True
1113,syllables,regression_count,32.0,21.0,0.5238095238095238,False,
1113,meaningful,fix_count,243.0,243.0,0.0,True,True
1113,meaningful,mean_fix_dur,458.01776131687,458.01776131687,0.0,True,True
1113,meaningful,total_fix_dur,111298.31599999941,111298.3159999994,1.307469488430259e-16,True,True
1113,meaningful,sacc_count,242.0,242.0,0.0,True,True
1113,meaningful,mean_sacc_ampl,62.76249018658953,62.76249018658953,0.0,True,True
1113,meaningful,mean_sacc_dur,29.848004132232624,29.848004132232624,0.0,True,True
1113,meaningful,regression_count,55.0,23.0,1.391304347826087,False,
1113,pseudo,fix_count,313.0,313.0,0.0,True,True
1113,pseudo,mean_fix_dur,760.1764696485656,760.1764696485656,0.0,True,True
1113,pseudo,total_fix_dur,237935.23500000103,237935.23500000103,0.0,True,True
1113,pseudo,sacc_count,312.0,312.0,0.0,True,True
1113,pseudo,mean_sacc_ampl,54.71247923099789,54.71247923099789,0.0,True,True
1113,pseudo,mean_sacc_dur,33.50977243589557,33.50977243589557,0.0,True,True
1113,pseudo,regression_count,74.0,36.0,1.0555555555555556,False,
1115,syllables,fix_count,158.0,158.0,0.0,True,True
1115,syllables,mean_fix_dur,489.6035696202524,489.6035696202524,0.0,True,True
1115,syllables,total_fix_dur,77357.36399999988,77357.36399999988,0.0,True,True
1115,syllables,sacc_count,157.0,157.0,0.0,True,True
1115,syllables,mean_sacc_ampl,163.26736214447803,163.26736214447803,0.0,True,True
1115,syllables,mean_sacc_dur,33.24659872611512,33.24659872611512,0.0,True,True
1115,syllables,regression_count,24.0,14.0,0.7142857142857143,False,
1115,meaningful,fix_count,196.0,196.0,0.0,True,True
1115,meaningful,mean_fix_dur,342.72782653061216,342.72782653061216,0.0,True,True
1115,meaningful,total_fix_dur,67174.65399999998,67174.65399999998,0.0,True,True
1115,meaningful,sacc_count,195.0,195.0,0.0,True,True
1115,meaningful,mean_sacc_ampl,106.70323896753678,106.70323896753678,0.0,True,True
1115,meaningful,mean_sacc_dur,31.133917948718853,31.133917948718853,0.0,True,True
1115,meaningful,regression_count,44.0,22.0,1.0,False,
1115,pseudo,fix_count,217.0,217.0,0.0,True,True
1115,pseudo,mean_fix_dur,660.8664009216496,660.8664009216496,0.0,True,True
1115,pseudo,total_fix_dur,143408.00899999798,143408.00899999798,0.0,True,True
1115,pseudo,sacc_count,216.0,216.0,0.0,True,True
1115,pseudo,mean_sacc_ampl,66.8249199849866,66.82491998498661,2.1265801318422413e-16,True,True
