id,stimfile,content,kind,name,x,y,width,height,line,part,column
84,s7_stimuli_t4.jpg,nahoru,sub-line,line 6 part 11,988,644,94,29,6.0,11.0,
85,s7_stimuli_t4.jpg,a,sub-line,line 6 part 12,1082,644,22,29,6.0,12.0,
86,s7_stimuli_t4.jpg,dolů.,sub-line,line 6 part 13,1104,644,70,29,6.0,13.0,
87,s7_stimuli_t4.jpg,Malá,sub-line,line 6 part 14,1174,644,72,29,6.0,14.0,
88,s7_stimuli_t4.jpg,hnědá,sub-line,line 6 part 15,1246,644,82,29,6.0,15.0,
89,s7_stimuli_t4.jpg,a,sub-line,line 6 part 16,1328,644,21,29,6.0,16.0,
90,s7_stimuli_t4.jpg,velice,sub-line,line 6 part 17,1349,644,93,29,6.0,17.0,
91,s7_stimuli_t4.jpg,,line,line 7,239,736,1118,29,7.0,,
92,s7_stimuli_t4.jpg,hbitá,sub-line,line 7 part 1,239,736,89,29,7.0,1.0,
93,s7_stimuli_t4.jpg,veverka,sub-line,line 7 part 2,328,736,106,29,7.0,2.0,
94,s7_stimuli_t4.jpg,šmejdila,sub-line,line 7 part 3,434,736,110,29,7.0,3.0,
95,s7_stimuli_t4.jpg,po,sub-line,line 7 part 4,544,736,40,29,7.0,4.0,
96,s7_stimuli_t4.jpg,stromě,sub-line,line 7 part 5,584,736,91,29,7.0,5.0,
97,s7_stimuli_t4.jpg,a,sub-line,line 7 part 6,675,736,20,29,7.0,6.0,
98,s7_stimuli_t4.jpg,hledala,sub-line,line 7 part 7,695,736,98,29,7.0,7.0,
99,s7_stimuli_t4.jpg,"oříšky,",sub-line,line 7 part 8,793,736,89,29,7.0,8.0,
100,s7_stimuli_t4.jpg,které,sub-line,line 7 part 9,882,736,70,29,7.0,9.0,
101,s7_stimuli_t4.jpg,by,sub-line,line 7 part 10,952,736,38,29,7.0,10.0,
102,s7_stimuli_t4.jpg,si,sub-line,line 7 part 11,990,736,27,29,7.0,11.0,
103,s7_stimuli_t4.jpg,uschovala,sub-line,line 7 part 12,1017,736,132,29,7.0,12.0,
104,s7_stimuli_t4.jpg,do,sub-line,line 7 part 13,1149,736,37,29,7.0,13.0,
105,s7_stimuli_t4.jpg,tajné,sub-line,line 7 part 14,1186,736,68,29,7.0,14.0,
106,s7_stimuli_t4.jpg,skrýše.,sub-line,line 7 part 15,1254,736,103,29,7.0,15.0,
