id,stimfile,content,kind,name,x,y,width,height,line,part,column
39,s7_stimuli_t5.jpg,pronité,sub-line,line 3 part 6,638,368,98,29,3.0,6.0,
40,s7_stimuli_t5.jpg,šere.,sub-line,line 3 part 7,736,368,67,29,3.0,7.0,
41,s7_stimuli_t5.jpg,Každépo,sub-line,line 3 part 8,803,368,117,29,3.0,8.0,
42,s7_stimuli_t5.jpg,rytách,sub-line,line 3 part 9,920,368,87,29,3.0,9.0,
43,s7_stimuli_t5.jpg,pronity,sub-line,line 3 part 10,1007,368,98,29,3.0,10.0,
44,s7_stimuli_t5.jpg,harto,sub-line,line 3 part 11,1105,368,74,29,3.0,11.0,
45,s7_stimuli_t5.jpg,e,sub-line,line 3 part 12,1179,368,23,29,3.0,12.0,
46,s7_stimuli_t5.jpg,šere,sub-line,line 3 part 13,1202,368,59,29,3.0,13.0,
47,s7_stimuli_t5.jpg,chlera,sub-line,line 3 part 14,1261,368,84,29,3.0,14.0,
48,s7_stimuli_t5.jpg,dlypo.,sub-line,line 3 part 15,1345,368,94,29,3.0,15.0,
49,s7_stimuli_t5.jpg,,line,line 4,240,460,1201,29,4.0,,
50,s7_stimuli_t5.jpg,Desedé,sub-line,line 4 part 1,240,460,130,29,4.0,1.0,
51,s7_stimuli_t5.jpg,a,sub-line,line 4 part 2,370,460,32,29,4.0,2.0,
52,s7_stimuli_t5.jpg,haralice,sub-line,line 4 part 3,402,460,117,29,4.0,3.0,
53,s7_stimuli_t5.jpg,o,sub-line,line 4 part 4,519,460,32,29,4.0,4.0,
54,s7_stimuli_t5.jpg,kačeza,sub-line,line 4 part 5,551,460,103,29,4.0,5.0,
55,s7_stimuli_t5.jpg,te,sub-line,line 4 part 6,654,460,41,29,4.0,6.0,
56,s7_stimuli_t5.jpg,krozdoníka.,sub-line,line 4 part 7,695,460,166,29,4.0,7.0,
57,s7_stimuli_t5.jpg,Krozdoník,sub-line,line 4 part 8,861,460,150,29,4.0,8.0,
58,s7_stimuli_t5.jpg,subaj,sub-line,line 4 part 9,1011,460,83,29,4.0,9.0,
59,s7_stimuli_t5.jpg,šelpři,sub-line,line 4 part 10,1094,460,86,29,4.0,10.0,
60,s7_stimuli_t5.jpg,kýmlech,sub-line,line 4 part 11,1180,460,124,29,4.0,11.0,
61,s7_stimuli_t5.jpg,remhol,sub-line,line 4 part 12,1304,460,107,29,4.0,12.0,
62,s7_stimuli_t5.jpg,s,sub-line,line 4 part 13,1411,460,30,29,4.0,13.0,
63,s7_stimuli_t5.jpg,,line,line 5,239,553,1201,28,5.0,,
64,s7_stimuli_t5.jpg,hanymítory,sub-line,line 5 part 1,239,553,170,28,5.0,1.0,
65,s7_stimuli_t5.jpg,šeremi,sub-line,line 5 part 2,409,553,90,28,5.0,2.0,
66,s7_stimuli_t5.jpg,pakaty,sub-line,line 5 part 3,499,553,91,28,5.0,3.0,
67,s7_stimuli_t5.jpg,um,sub-line,line 5 part 4,590,553,47,28,5.0,4.0,
68,s7_stimuli_t5.jpg,zysly,sub-line,line 5 part 5,637,553,73,28,5.0,5.0,
69,s7_stimuli_t5.jpg,iz,sub-line,line 5 part 6,710,553,30,28,5.0,6.0,
70,s7_stimuli_t5.jpg,trpní,sub-line,line 5 part 7,740,553,67,28,5.0,7.0,
71,s7_stimuli_t5.jpg,sných,sub-line,line 5 part 8,807,553,79,28,5.0,8.0,
72,s7_stimuli_t5.jpg,krá,sub-line,line 5 part 9,886,553,47,28,5.0,9.0,
73,s7_stimuli_t5.jpg,tůkva.,sub-line,line 5 part 10,933,553,86,28,5.0,10.0,
74,s7_stimuli_t5.jpg,Humo,sub-line,line 5 part 11,1019,553,83,28,5.0,11.0,
75,s7_stimuli_t5.jpg,tebi,sub-line,line 5 part 12,1102,553,55,28,5.0,12.0,
76,s7_stimuli_t5.jpg,mecipo?,sub-line,line 5 part 13,1157,553,112,28,5.0,13.0,
77,s7_stimuli_t5.jpg,Požeš,sub-line,line 5 part 14,1269,553,80,28,5.0,14.0,
78,s7_stimuli_t5.jpg,"meny,",sub-line,line 5 part 15,1349,553,91,28,5.0,15.0,
79,s7_stimuli_t5.jpg,,line,line 6,239,639,1202,34,6.0,,
80,s7_stimuli_t5.jpg,kada,sub-line,line 6 part 1,239,639,89,34,6.0,1.0,
81,s7_stimuli_t5.jpg,tasnepře,sub-line,line 6 part 2,328,639,111,34,6.0,2.0,
82,s7_stimuli_t5.jpg,bličovasa,sub-line,line 6 part 3,439,639,126,34,6.0,3.0,
83,s7_stimuli_t5.jpg,muto,sub-line,line 6 part 4,565,639,73,34,6.0,4.0,
84,s7_stimuli_t5.jpg,"dinéje,",sub-line,line 6 part 5,638,639,92,34,6.0,5.0,
85,s7_stimuli_t5.jpg,roč,sub-line,line 6 part 6,730,639,49,34,6.0,6.0,
86,s7_stimuli_t5.jpg,mitulore.,sub-line,line 6 part 7,779,639,123,34,6.0,7.0,
87,s7_stimuli_t5.jpg,Subaj,sub-line,line 6 part 8,902,639,78,34,6.0,8.0,
88,s7_stimuli_t5.jpg,limal,sub-line,line 6 part 9,980,639,72,34,6.0,9.0,
89,s7_stimuli_t5.jpg,vůrnice,sub-line,line 6 part 10,1052,639,101,34,6.0,10.0,
90,s7_stimuli_t5.jpg,ka,sub-line,line 6 part 11,1153,639,40,34,6.0,11.0,
91,s7_stimuli_t5.jpg,"libe,",sub-line,line 6 part 12,1193,639,64,34,6.0,12.0,
92,s7_stimuli_t5.jpg,Šelpři,sub-line,line 6 part 13,1257,639,80,34,6.0,13.0,
93,s7_stimuli_t5.jpg,tadýt,sub-line,line 6 part 14,1337,639,72,34,6.0,14.0,
94,s7_stimuli_t5.jpg,a,sub-line,line 6 part 15,1409,639,32,34,6.0,15.0,
95,s7_stimuli_t5.jpg,,line,line 7,239,736,976,29,7.0,,
96,s7_stimuli_t5.jpg,ručvin,sub-line,line 7 part 1,239,736,107,29,7.0,1.0,
97,s7_stimuli_t5.jpg,le.,sub-line,line 7 part 2,346,736,37,29,7.0,2.0,
98,s7_stimuli_t5.jpg,Myja,sub-line,line 7 part 3,383,736,73,29,7.0,3.0,
99,s7_stimuli_t5.jpg,lépa,sub-line,line 7 part 4,456,736,59,29,7.0,4.0,
100,s7_stimuli_t5.jpg,dodim,sub-line,line 7 part 5,515,736,86,29,7.0,5.0,
101,s7_stimuli_t5.jpg,aki,sub-line,line 7 part 6,601,736,44,29,7.0,6.0,
102,s7_stimuli_t5.jpg,toukané,sub-line,line 7 part 7,645,736,106,29,7.0,7.0,
103,s7_stimuli_t5.jpg,ili,sub-line,line 7 part 8,751,736,33,29,7.0,8.0,
104,s7_stimuli_t5.jpg,lédé.,sub-line,line 7 part 9,784,736,66,29,7.0,9.0,
105,s7_stimuli_t5.jpg,Matako,sub-line,line 7 part 10,850,736,101,29,7.0,10.0,
106,s7_stimuli_t5.jpg,tudom,sub-line,line 7 part 11,951,736,87,29,7.0,11.0,
107,s7_stimuli_t5.jpg,lehou,sub-line,line 7 part 12,1038,736,75,29,7.0,12.0,
108,s7_stimuli_t5.jpg,řepine.,sub-line,line 7 part 13,1113,736,102,29,7.0,13.0,
